transaction_id,timestamp,user_id,receiver_id,amount,transaction_type,location,device_type,is_rooted_device,network_type,time_of_day,is_fraud
101224,2025-03-31 07:07:28.405081,1365,5864,939.76,send,Bangalore,mobile,0,4G,morning,0
101225,2025-03-31 08:52:36.866573,1666,5389,872.32,send,Ahmedabad,mobile,0,4G,morning,0
101226,2025-03-31 10:37:45.328065,1526,5548,865.63,receive,Bangalore,mobile,0,5G,morning,0
101227,2025-03-31 12:22:53.789557,1699,5622,96.55,merchant_payment,Delhi,mobile,0,5G,afternoon,1
101228,2025-03-31 14:08:02.251050,1312,5177,260.32,send,Ahmedabad,mobile,0,4G,afternoon,0
101229,2025-03-31 15:53:10.712542,1883,5362,424.42,send,Bangalore,mobile,0,5G,afternoon,0
101230,2025-03-31 17:38:19.174034,1007,5314,79.68,send,Mumbai,mobile,0,WiFi,afternoon,0
101231,2025-03-31 19:23:27.635527,1003,5807,206.06,send,Bangalore,mobile,0,WiFi,evening,0
101232,2025-03-31 21:08:36.097019,1623,5848,1913.01,send,Hyderabad,mobile,0,4G,evening,0
101233,2025-03-31 22:53:44.558511,1919,5097,104.16,receive,Chennai,mobile,0,4G,evening,0
101234,2025-04-01 00:38:53.020004,1750,5881,2111.73,merchant_payment,Delhi,mobile,0,5G,night,0
101235,2025-04-01 02:24:01.481496,1363,5213,1467.26,merchant_payment,Kolkata,mobile,0,4G,night,1
101236,2025-04-01 04:09:09.942988,1751,5829,368.43,merchant_payment,Pune,mobile,0,4G,night,0
101237,2025-04-01 05:54:18.404480,1508,5137,257.53,receive,Delhi,mobile,0,4G,night,0
101238,2025-04-01 07:39:26.865973,1274,5006,1132.1,merchant_payment,Pune,mobile,0,4G,morning,0
101239,2025-04-01 09:24:35.327465,1506,5109,224.14,merchant_payment,Pune,mobile,0,5G,morning,0
101240,2025-04-01 11:09:43.788957,1806,5547,235.57,send,Bangalore,tablet,0,5G,morning,1
101241,2025-04-01 12:54:52.250450,1739,5039,481.13,send,Bangalore,mobile,0,4G,afternoon,0
101242,2025-04-01 14:40:00.711942,1883,5662,58.54,send,Ahmedabad,mobile,0,5G,afternoon,0
101243,2025-04-01 16:25:09.173434,1015,5425,115.59,receive,Ahmedabad,mobile,0,5G,afternoon,0
101244,2025-04-01 18:10:17.634926,1192,5630,359.37,merchant_payment,Chennai,mobile,0,5G,evening,0
101245,2025-04-01 19:55:26.096419,1985,5261,792.9,send,Chennai,mobile,1,WiFi,evening,1
101246,2025-04-01 21:40:34.557911,1631,5426,221.06,receive,Kolkata,mobile,0,WiFi,evening,0
101247,2025-04-01 23:25:43.019403,1485,5087,404.39,receive,Hyderabad,mobile,0,5G,evening,0
101248,2025-04-02 01:10:51.480896,1028,5465,98.15,send,Mumbai,mobile,0,WiFi,night,0
101249,2025-04-02 02:55:59.942388,1714,5076,1251.98,send,Hyderabad,mobile,0,4G,night,0
101250,2025-04-02 04:41:08.403880,1039,5471,614.05,send,Ahmedabad,mobile,0,5G,night,0
101251,2025-04-02 06:26:16.865373,1953,5976,670.85,send,Kolkata,tablet,0,5G,morning,0
101252,2025-04-02 08:11:25.326865,1273,5963,802.92,merchant_payment,Delhi,mobile,0,5G,morning,0
101253,2025-04-02 09:56:33.788357,1231,5414,532.79,merchant_payment,Bangalore,mobile,0,4G,morning,0
101254,2025-04-02 11:41:42.249849,1086,5825,303.76,merchant_payment,Hyderabad,mobile,0,4G,morning,0
101255,2025-04-02 13:26:50.711342,1474,5895,1524.85,merchant_payment,Pune,mobile,0,4G,afternoon,0
101256,2025-04-02 15:11:59.172834,1126,5726,576.45,merchant_payment,Bangalore,mobile,0,5G,afternoon,0
101257,2025-04-02 16:57:07.634326,1812,5457,417.5,merchant_payment,Bangalore,mobile,0,WiFi,afternoon,0
101258,2025-04-02 18:42:16.095819,1537,5285,488.5,merchant_payment,Hyderabad,mobile,0,4G,evening,0
101259,2025-04-02 20:27:24.557311,1145,5239,478.2,merchant_payment,Hyderabad,mobile,0,WiFi,evening,0
101260,2025-04-02 22:12:33.018803,1525,5677,413.33,receive,Pune,mobile,0,4G,evening,0
101261,2025-04-02 23:57:41.480296,1212,5599,769.78,send,Ahmedabad,mobile,0,WiFi,evening,0
101262,2025-04-03 01:42:49.941788,1025,5653,193.28,merchant_payment,Pune,mobile,0,WiFi,night,0
101263,2025-04-03 03:27:58.403280,1580,5672,207.93,send,Chennai,mobile,0,4G,night,1
101264,2025-04-03 05:13:06.864772,1394,5558,862.01,receive,Ahmedabad,tablet,0,4G,night,0
101265,2025-04-03 06:58:15.326265,1067,5372,426.14,send,Kolkata,mobile,0,4G,morning,0
101266,2025-04-03 08:43:23.787757,1233,5495,1301.66,send,Kolkata,mobile,0,WiFi,morning,0
101267,2025-04-03 10:28:32.249249,1109,5624,741.65,merchant_payment,Pune,mobile,0,4G,morning,0
101268,2025-04-03 12:13:40.710742,1146,5919,283.55,send,Mumbai,mobile,0,5G,afternoon,0
101269,2025-04-03 13:58:49.172234,1111,5045,875.76,send,Ahmedabad,mobile,0,4G,afternoon,0
101270,2025-04-03 15:43:57.633726,1228,5401,1631.4,send,Pune,mobile,0,WiFi,afternoon,0
101271,2025-04-03 17:29:06.095219,1111,5247,770.45,merchant_payment,Chennai,mobile,1,4G,afternoon,0
101272,2025-04-03 19:14:14.556711,1470,5616,958.71,receive,Mumbai,mobile,0,4G,evening,0
101273,2025-04-03 20:59:23.018203,1034,5597,414.98,receive,Hyderabad,mobile,0,4G,evening,0
101274,2025-04-03 22:44:31.479695,1623,5450,1330.14,merchant_payment,Kolkata,mobile,0,5G,evening,0
101275,2025-04-04 00:29:39.941188,1776,5485,275.7,send,Kolkata,mobile,0,4G,night,0
101276,2025-04-04 02:14:48.402680,1936,5646,691.28,send,Mumbai,mobile,0,5G,night,0
101277,2025-04-04 03:59:56.864172,1369,5620,6434.99,send,Delhi,mobile,0,4G,night,0
101278,2025-04-04 05:45:05.325665,1748,5018,844.62,merchant_payment,Chennai,mobile,0,5G,night,0
101279,2025-04-04 07:30:13.787157,1595,5606,323.53,receive,Chennai,mobile,0,5G,morning,0
101280,2025-04-04 09:15:22.248649,1554,5662,322.7,send,Chennai,mobile,0,4G,morning,0
101281,2025-04-04 11:00:30.710142,1425,5758,458.82,send,Kolkata,mobile,0,4G,morning,0
101282,2025-04-04 12:45:39.171634,1613,5289,1154.3,send,Bangalore,mobile,0,5G,afternoon,0
101283,2025-04-04 14:30:47.633126,1518,5414,570.08,receive,Kolkata,mobile,1,4G,afternoon,0
101284,2025-04-04 16:15:56.094618,1692,5721,257.62,send,Bangalore,mobile,0,4G,afternoon,0
101285,2025-04-04 18:01:04.556111,1282,5638,257.16,send,Kolkata,mobile,0,5G,evening,0
101286,2025-04-04 19:46:13.017603,1320,5235,573.67,send,Ahmedabad,mobile,0,4G,evening,0
101287,2025-04-04 21:31:21.479095,1738,5416,514.09,merchant_payment,Hyderabad,mobile,0,5G,evening,0
101288,2025-04-04 23:16:29.940588,1443,5938,776.64,merchant_payment,Kolkata,mobile,0,4G,evening,0
101289,2025-04-05 01:01:38.402080,1952,5499,1233.35,send,Ahmedabad,mobile,0,4G,night,0
101290,2025-04-05 02:46:46.863572,1315,5974,7535.34,merchant_payment,Ahmedabad,mobile,0,5G,night,0
101291,2025-04-05 04:31:55.325065,1877,5634,114.2,receive,Hyderabad,mobile,0,4G,night,0
101292,2025-04-05 06:17:03.786557,1966,5650,979.32,merchant_payment,Ahmedabad,mobile,0,4G,morning,0
101293,2025-04-05 08:02:12.248049,1741,5115,543.65,send,Bangalore,mobile,1,5G,morning,1
101294,2025-04-05 09:47:20.709541,1377,5932,77.9,receive,Chennai,mobile,0,4G,morning,0
101295,2025-04-05 11:32:29.171034,1289,5674,1719.06,receive,Bangalore,mobile,0,5G,morning,0
101296,2025-04-05 13:17:37.632526,1437,5713,750.83,send,Mumbai,mobile,0,WiFi,afternoon,0
101297,2025-04-05 15:02:46.094018,1662,5234,1096.42,merchant_payment,Chennai,tablet,0,5G,afternoon,0
101298,2025-04-05 16:47:54.555511,1277,5540,90.07,send,Kolkata,mobile,0,4G,afternoon,0
101299,2025-04-05 18:33:03.017003,1710,5011,395.28,send,Kolkata,mobile,0,5G,evening,0
101300,2025-04-05 20:18:11.478495,1582,5206,167.47,send,Kolkata,mobile,0,4G,evening,0
101301,2025-04-05 22:03:19.939987,1503,5679,4285.96,send,Kolkata,mobile,0,4G,evening,0
101302,2025-04-05 23:48:28.401480,1624,5247,1547.74,send,Kolkata,mobile,0,WiFi,evening,0
101303,2025-04-06 01:33:36.862972,1516,5559,249.39,receive,Bangalore,tablet,0,4G,night,0
101304,2025-04-06 03:18:45.324464,1350,5758,105.99,merchant_payment,Pune,mobile,0,4G,night,0
101305,2025-04-06 05:03:53.785957,1843,5127,598.28,merchant_payment,Hyderabad,mobile,0,4G,night,0
101306,2025-04-06 06:49:02.247449,1446,5147,1469.12,send,Pune,mobile,0,WiFi,morning,0
101307,2025-04-06 08:34:10.708941,1830,5118,86.92,receive,Bangalore,mobile,0,4G,morning,0
101308,2025-04-06 10:19:19.170434,1350,5911,194.07,merchant_payment,Delhi,tablet,0,4G,morning,0
101309,2025-04-06 12:04:27.631926,1607,5382,163.11,send,Ahmedabad,mobile,0,5G,afternoon,0
101310,2025-04-06 13:49:36.093418,1664,5412,1172.56,receive,Pune,tablet,0,5G,afternoon,0
101311,2025-04-06 15:34:44.554910,1823,5664,340.42,merchant_payment,Bangalore,mobile,0,4G,afternoon,0
101312,2025-04-06 17:19:53.016403,1137,5584,354.98,receive,Ahmedabad,mobile,0,WiFi,afternoon,0
101313,2025-04-06 19:05:01.477895,1759,5363,586.78,send,Chennai,mobile,0,4G,evening,0
101314,2025-04-06 20:50:09.939387,1899,5509,204.74,send,Kolkata,mobile,0,4G,evening,0
101315,2025-04-06 22:35:18.400880,1243,5137,116.32,receive,Bangalore,mobile,0,4G,evening,0
101316,2025-04-07 00:20:26.862372,1543,5175,1938.53,merchant_payment,Pune,mobile,0,5G,night,0
101317,2025-04-07 02:05:35.323864,1040,5289,2127.04,send,Hyderabad,mobile,0,4G,night,0
101318,2025-04-07 03:50:43.785357,1229,5958,589.68,merchant_payment,Pune,mobile,0,WiFi,night,0
101319,2025-04-07 05:35:52.246849,1548,5481,634.07,send,Kolkata,mobile,0,WiFi,night,0
101320,2025-04-07 07:21:00.708341,1920,5019,1738.91,send,Pune,mobile,0,4G,morning,0
101321,2025-04-07 09:06:09.169833,1223,5195,576.31,send,Mumbai,mobile,0,WiFi,morning,0
101322,2025-04-07 10:51:17.631326,1006,5330,324.06,receive,Delhi,mobile,0,4G,morning,0
101323,2025-04-07 12:36:26.092818,1322,5936,512.52,send,Chennai,mobile,0,4G,afternoon,0
101324,2025-04-07 14:21:34.554310,1468,5175,1984.59,send,Hyderabad,mobile,0,5G,afternoon,0
101325,2025-04-07 16:06:43.015803,1732,5449,519.74,merchant_payment,Delhi,mobile,0,5G,afternoon,1
101326,2025-04-07 17:51:51.477295,1075,5925,252.3,merchant_payment,Bangalore,mobile,0,5G,afternoon,0
101327,2025-04-07 19:36:59.938787,1004,5946,570.78,send,Delhi,mobile,0,5G,evening,0
101328,2025-04-07 21:22:08.400280,1847,5354,949.77,send,Kolkata,mobile,0,WiFi,evening,0
101329,2025-04-07 23:07:16.861772,1646,5499,842.4,merchant_payment,Kolkata,mobile,0,5G,evening,0
101330,2025-04-08 00:52:25.323264,1118,5141,856.47,receive,Mumbai,mobile,0,4G,night,0
101331,2025-04-08 02:37:33.784756,1881,5758,215.58,send,Ahmedabad,mobile,0,WiFi,night,0
101332,2025-04-08 04:22:42.246249,1606,5897,1064.33,merchant_payment,Delhi,mobile,0,WiFi,night,0
101333,2025-04-08 06:07:50.707741,1504,5930,506.98,send,Pune,mobile,0,4G,morning,0
101334,2025-04-08 07:52:59.169233,1998,5093,241.82,receive,Delhi,mobile,0,5G,morning,0
101335,2025-04-08 09:38:07.630726,1947,5944,1055.9,send,Kolkata,mobile,1,WiFi,morning,1
101336,2025-04-08 11:23:16.092218,1574,5239,313.05,receive,Ahmedabad,mobile,0,WiFi,morning,0
101337,2025-04-08 13:08:24.553710,1441,5205,102.07,send,Bangalore,mobile,0,4G,afternoon,0
101338,2025-04-08 14:53:33.015203,1194,5560,181.16,merchant_payment,Bangalore,mobile,0,5G,afternoon,0
101339,2025-04-08 16:38:41.476695,1847,5433,410.91,merchant_payment,Chennai,mobile,0,WiFi,afternoon,0
101340,2025-04-08 18:23:49.938187,1715,5245,878.58,receive,Pune,mobile,0,4G,evening,0
101341,2025-04-08 20:08:58.399679,1392,5832,207.67,receive,Pune,mobile,0,5G,evening,0
101342,2025-04-08 21:54:06.861172,1026,5317,387.35,send,Bangalore,tablet,0,5G,evening,0
101343,2025-04-08 23:39:15.322664,1435,5925,145.97,merchant_payment,Delhi,tablet,0,4G,evening,0
101344,2025-04-09 01:24:23.784156,1173,5295,1315.58,merchant_payment,Mumbai,mobile,0,4G,night,0
101345,2025-04-09 03:09:32.245649,1300,5640,2744.44,merchant_payment,Bangalore,mobile,0,5G,night,1
101346,2025-04-09 04:54:40.707141,1645,5856,2463.36,receive,Pune,mobile,0,4G,night,0
101347,2025-04-09 06:39:49.168633,1326,5282,1293.34,merchant_payment,Pune,mobile,0,4G,morning,0
101348,2025-04-09 08:24:57.630126,1410,5017,1167.37,send,Kolkata,mobile,0,5G,morning,0
101349,2025-04-09 10:10:06.091618,1118,5071,62.06,receive,Kolkata,mobile,0,5G,morning,0
101350,2025-04-09 11:55:14.553110,1836,5269,588.26,receive,Chennai,mobile,0,4G,morning,0
101351,2025-04-09 13:40:23.014602,1787,5325,300.04,receive,Ahmedabad,tablet,0,5G,afternoon,1
101352,2025-04-09 15:25:31.476095,1724,5794,1188.52,merchant_payment,Chennai,mobile,0,5G,afternoon,0
101353,2025-04-09 17:10:39.937587,1225,5305,38.95,merchant_payment,Delhi,mobile,0,4G,afternoon,0
101354,2025-04-09 18:55:48.399079,1532,5451,597.63,send,Bangalore,mobile,0,5G,evening,0
101355,2025-04-09 20:40:56.860572,1113,5007,397.64,send,Bangalore,mobile,0,5G,evening,0
101356,2025-04-09 22:26:05.322064,1140,5314,1507.83,send,Chennai,mobile,0,4G,evening,0
101357,2025-04-10 00:11:13.783556,1559,5817,2316.9,receive,Bangalore,mobile,0,WiFi,night,1
101358,2025-04-10 01:56:22.245049,1001,5103,194.64,send,Delhi,mobile,0,5G,night,0
101359,2025-04-10 03:41:30.706541,1090,5821,203.63,send,Mumbai,mobile,0,4G,night,0
101360,2025-04-10 05:26:39.168033,1654,5193,620.48,merchant_payment,Ahmedabad,mobile,0,4G,night,0
101361,2025-04-10 07:11:47.629525,1320,5753,2789.9,merchant_payment,Kolkata,mobile,0,5G,morning,0
101362,2025-04-10 08:56:56.091018,1550,5574,523.29,merchant_payment,Delhi,mobile,0,4G,morning,0
101363,2025-04-10 10:42:04.552510,1805,5529,137.12,merchant_payment,Bangalore,tablet,0,4G,morning,0
101364,2025-04-10 12:27:13.014002,1894,5171,268.84,merchant_payment,Delhi,mobile,0,4G,afternoon,0
101365,2025-04-10 14:12:21.475495,1139,5537,603.45,send,Kolkata,mobile,0,5G,afternoon,0
101366,2025-04-10 15:57:29.936987,1511,5251,626.53,merchant_payment,Hyderabad,mobile,0,4G,afternoon,0
101367,2025-04-10 17:42:38.398479,1868,5765,243.69,send,Pune,tablet,0,WiFi,afternoon,0
101368,2025-04-10 19:27:46.859971,1845,5387,263.54,merchant_payment,Kolkata,mobile,0,5G,evening,0
101369,2025-04-10 21:12:55.321464,1259,5207,184.64,receive,Pune,mobile,0,5G,evening,0
101370,2025-04-10 22:58:03.782956,1673,5541,1542.52,merchant_payment,Kolkata,mobile,0,5G,evening,0
101371,2025-04-11 00:43:12.244448,1902,5629,213.84,send,Hyderabad,mobile,0,5G,night,0
101372,2025-04-11 02:28:20.705941,1690,5416,309.58,send,Bangalore,mobile,0,5G,night,0
101373,2025-04-11 04:13:29.167433,1010,5794,300.89,receive,Bangalore,mobile,0,5G,night,0
101374,2025-04-11 05:58:37.628925,1261,5380,98.89,send,Ahmedabad,mobile,0,4G,night,0
101375,2025-04-11 07:43:46.090418,1919,5144,207.8,merchant_payment,Mumbai,mobile,0,4G,morning,0
101376,2025-04-11 09:28:54.551910,1650,5025,1682.67,receive,Kolkata,mobile,0,WiFi,morning,0
101377,2025-04-11 11:14:03.013402,1172,5822,147.04,receive,Delhi,mobile,0,5G,morning,0
101378,2025-04-11 12:59:11.474894,1898,5668,187.98,merchant_payment,Mumbai,mobile,0,4G,afternoon,1
101379,2025-04-11 14:44:19.936387,1013,5073,129.99,receive,Bangalore,mobile,0,4G,afternoon,0
101380,2025-04-11 16:29:28.397879,1168,5632,450.06,send,Bangalore,mobile,0,5G,afternoon,0
101381,2025-04-11 18:14:36.859371,1642,5824,3246.97,send,Ahmedabad,mobile,0,4G,evening,0
101382,2025-04-11 19:59:45.320864,1596,5833,431.52,receive,Ahmedabad,tablet,0,WiFi,evening,0
101383,2025-04-11 21:44:53.782356,1321,5093,526.77,merchant_payment,Ahmedabad,mobile,0,5G,evening,0
101384,2025-04-11 23:30:02.243848,1319,5505,222.42,merchant_payment,Chennai,mobile,0,4G,evening,0
101385,2025-04-12 01:15:10.705341,1613,5598,463.3,merchant_payment,Mumbai,mobile,0,4G,night,0
101386,2025-04-12 03:00:19.166833,1329,5336,1684.21,send,Bangalore,mobile,0,4G,night,0
101387,2025-04-12 04:45:27.628325,1785,5425,568.45,send,Hyderabad,mobile,0,4G,night,0
101388,2025-04-12 06:30:36.089817,1777,5499,4153.76,send,Pune,mobile,0,WiFi,morning,0
101389,2025-04-12 08:15:44.551310,1971,5364,1736.24,merchant_payment,Chennai,mobile,0,WiFi,morning,0
101390,2025-04-12 10:00:53.012802,1911,5947,452.0,send,Delhi,mobile,1,WiFi,morning,1
101391,2025-04-12 11:46:01.474294,1920,5630,443.28,send,Pune,mobile,0,5G,morning,0
101392,2025-04-12 13:31:09.935787,1550,5745,2517.25,receive,Chennai,mobile,0,5G,afternoon,0
101393,2025-04-12 15:16:18.397279,1419,5199,565.28,send,Ahmedabad,mobile,0,WiFi,afternoon,0
101394,2025-04-12 17:01:26.858771,1606,5718,2016.1,merchant_payment,Kolkata,mobile,0,WiFi,afternoon,0
101395,2025-04-12 18:46:35.320264,1095,5413,3651.55,receive,Kolkata,mobile,0,WiFi,evening,0
101396,2025-04-12 20:31:43.781756,1817,5339,401.73,send,Delhi,mobile,0,WiFi,evening,0
101397,2025-04-12 22:16:52.243248,1581,5659,700.61,send,Hyderabad,mobile,1,5G,evening,1
101398,2025-04-13 00:02:00.704740,1318,5962,1312.91,merchant_payment,Delhi,mobile,0,4G,night,0
101399,2025-04-13 01:47:09.166233,1956,5937,1061.57,send,Mumbai,mobile,0,4G,night,0
101400,2025-04-13 03:32:17.627725,1236,5429,1054.15,send,Pune,mobile,1,5G,night,1
101401,2025-04-13 05:17:26.089217,1946,5783,129.87,send,Delhi,mobile,0,5G,night,0
101402,2025-04-13 07:02:34.550710,1334,5899,210.94,send,Delhi,mobile,0,WiFi,morning,0
101403,2025-04-13 08:47:43.012202,1885,5139,300.29,merchant_payment,Chennai,mobile,1,WiFi,morning,0
101404,2025-04-13 10:32:51.473694,1376,5693,1659.75,send,Hyderabad,tablet,0,5G,morning,0
101405,2025-04-13 12:17:59.935187,1459,5942,143.25,merchant_payment,Delhi,mobile,0,4G,afternoon,0
101406,2025-04-13 14:03:08.396679,1137,5542,2260.24,send,Mumbai,mobile,0,4G,afternoon,0
101407,2025-04-13 15:48:16.858171,1930,5057,1074.74,merchant_payment,Chennai,mobile,0,4G,afternoon,0
101408,2025-04-13 17:33:25.319663,1588,5232,1562.79,merchant_payment,Hyderabad,mobile,0,4G,afternoon,0
101409,2025-04-13 19:18:33.781156,1995,5658,194.51,receive,Hyderabad,mobile,0,5G,evening,0
101410,2025-04-13 21:03:42.242648,1547,5435,529.7,merchant_payment,Bangalore,mobile,0,4G,evening,0
101411,2025-04-13 22:48:50.704140,1513,5384,664.44,send,Kolkata,mobile,0,4G,evening,0
101412,2025-04-14 00:33:59.165633,1296,5560,635.85,receive,Pune,mobile,0,4G,night,0
101413,2025-04-14 02:19:07.627125,1320,5194,662.26,send,Mumbai,mobile,0,5G,night,0
101414,2025-04-14 04:04:16.088617,1918,5736,373.71,send,Kolkata,mobile,0,4G,night,0
101415,2025-04-14 05:49:24.550110,1572,5648,564.09,merchant_payment,Chennai,mobile,0,WiFi,night,0
101416,2025-04-14 07:34:33.011602,1832,5534,1385.15,send,Chennai,mobile,0,4G,morning,0
101417,2025-04-14 09:19:41.473094,1349,5518,153.47,merchant_payment,Mumbai,mobile,0,4G,morning,0
101418,2025-04-14 11:04:49.934586,1840,5716,2314.73,send,Hyderabad,mobile,0,5G,morning,0
101419,2025-04-14 12:49:58.396079,1779,5751,1315.4,receive,Ahmedabad,mobile,0,WiFi,afternoon,0
101420,2025-04-14 14:35:06.857571,1873,5185,187.69,merchant_payment,Delhi,mobile,0,5G,afternoon,0
101421,2025-04-14 16:20:15.319063,1229,5872,723.31,merchant_payment,Mumbai,mobile,0,5G,afternoon,0
101422,2025-04-14 18:05:23.780556,1270,5292,1213.78,receive,Chennai,mobile,1,WiFi,evening,0
101423,2025-04-14 19:50:32.242048,1828,5335,143.27,merchant_payment,Kolkata,tablet,0,5G,evening,0
101424,2025-04-14 21:35:40.703540,1798,5732,513.87,merchant_payment,Pune,mobile,0,4G,evening,0
101425,2025-04-14 23:20:49.165033,1291,5116,455.54,send,Mumbai,mobile,0,5G,evening,0
101426,2025-04-15 01:05:57.626525,1725,5825,258.38,receive,Hyderabad,mobile,0,WiFi,night,1
101427,2025-04-15 02:51:06.088017,1165,5049,540.43,send,Pune,mobile,0,5G,night,1
101428,2025-04-15 04:36:14.549509,1005,5685,270.35,send,Pune,mobile,0,WiFi,night,0
101429,2025-04-15 06:21:23.011002,1851,5082,1947.51,send,Pune,mobile,0,5G,morning,0
101430,2025-04-15 08:06:31.472494,1379,5834,263.32,send,Bangalore,mobile,1,4G,morning,0
101431,2025-04-15 09:51:39.933986,1078,5333,1087.87,receive,Pune,mobile,0,5G,morning,0
101432,2025-04-15 11:36:48.395479,1410,5557,94.12,merchant_payment,Bangalore,mobile,0,5G,morning,0
101433,2025-04-15 13:21:56.856971,1574,5335,419.13,merchant_payment,Delhi,mobile,0,WiFi,afternoon,0
101434,2025-04-15 15:07:05.318463,1132,5532,498.85,receive,Delhi,mobile,0,WiFi,afternoon,0
101435,2025-04-15 16:52:13.779955,1601,5960,405.74,send,Pune,mobile,0,WiFi,afternoon,0
101436,2025-04-15 18:37:22.241448,1749,5221,331.52,send,Hyderabad,mobile,0,WiFi,evening,0
101437,2025-04-15 20:22:30.702940,1042,5635,252.77,send,Kolkata,mobile,0,4G,evening,0
101438,2025-04-15 22:07:39.164432,1089,5746,1047.9,receive,Delhi,mobile,0,WiFi,evening,0
101439,2025-04-15 23:52:47.625925,1402,5733,1338.7,send,Bangalore,mobile,0,4G,evening,0
101440,2025-04-16 01:37:56.087417,1296,5323,453.88,receive,Hyderabad,mobile,0,4G,night,1
101441,2025-04-16 03:23:04.548909,1840,5851,164.57,merchant_payment,Pune,mobile,0,5G,night,0
101442,2025-04-16 05:08:13.010402,1295,5003,2962.98,merchant_payment,Hyderabad,mobile,0,5G,night,0
101443,2025-04-16 06:53:21.471894,1616,5694,204.43,merchant_payment,Hyderabad,mobile,0,WiFi,morning,0
101444,2025-04-16 08:38:29.933386,1526,5206,114.5,merchant_payment,Mumbai,mobile,0,5G,morning,0
101445,2025-04-16 10:23:38.394878,1800,5832,65.85,send,Kolkata,mobile,0,WiFi,morning,0
101446,2025-04-16 12:08:46.856371,1691,5040,544.27,send,Pune,mobile,0,4G,afternoon,0
101447,2025-04-16 13:53:55.317863,1637,5059,396.46,merchant_payment,Kolkata,mobile,0,WiFi,afternoon,0
101448,2025-04-16 15:39:03.779355,1422,5951,1381.54,merchant_payment,Delhi,mobile,1,5G,afternoon,0
101449,2025-04-16 17:24:12.240848,1865,5574,907.85,receive,Ahmedabad,mobile,0,5G,afternoon,0
101450,2025-04-16 19:09:20.702340,1023,5644,658.66,send,Kolkata,mobile,0,4G,evening,0
101451,2025-04-16 20:54:29.163832,1575,5507,375.64,receive,Chennai,mobile,0,5G,evening,0
101452,2025-04-16 22:39:37.625325,1143,5572,1495.14,send,Bangalore,mobile,0,5G,evening,0
101453,2025-04-17 00:24:46.086817,1993,5884,3188.77,send,Delhi,mobile,1,5G,night,0
101454,2025-04-17 02:09:54.548309,1665,5843,1351.51,send,Pune,mobile,0,5G,night,0
101455,2025-04-17 03:55:03.009801,1145,5122,309.97,send,Kolkata,tablet,0,4G,night,1
101456,2025-04-17 05:40:11.471294,1225,5479,1076.6,send,Bangalore,mobile,0,4G,night,0
101457,2025-04-17 07:25:19.932786,1503,5619,329.61,send,Pune,mobile,0,4G,morning,0
101458,2025-04-17 09:10:28.394278,1962,5096,163.19,merchant_payment,Pune,mobile,0,WiFi,morning,0
101459,2025-04-17 10:55:36.855771,1974,5859,200.53,receive,Delhi,mobile,0,5G,morning,0
101460,2025-04-17 12:40:45.317263,1821,5414,344.41,receive,Chennai,mobile,0,WiFi,afternoon,0
101461,2025-04-17 14:25:53.778755,1616,5235,546.73,receive,Bangalore,mobile,1,5G,afternoon,0
101462,2025-04-17 16:11:02.240248,1104,5898,3868.34,merchant_payment,Ahmedabad,mobile,0,WiFi,afternoon,0
101463,2025-04-17 17:56:10.701740,1947,5062,204.04,send,Ahmedabad,mobile,0,4G,afternoon,0
101464,2025-04-17 19:41:19.163232,1039,5256,1851.01,send,Ahmedabad,mobile,0,4G,evening,0
101465,2025-04-17 21:26:27.624724,1947,5561,358.79,receive,Chennai,tablet,0,5G,evening,0
101466,2025-04-17 23:11:36.086217,1198,5905,65.6,send,Bangalore,mobile,0,5G,evening,0
101467,2025-04-18 00:56:44.547709,1646,5348,297.16,receive,Mumbai,mobile,0,5G,night,0
101468,2025-04-18 02:41:53.009201,1579,5671,1598.3,receive,Pune,mobile,0,4G,night,0
101469,2025-04-18 04:27:01.470694,1391,5124,695.53,merchant_payment,Mumbai,mobile,0,4G,night,0
101470,2025-04-18 06:12:09.932186,1179,5482,738.37,merchant_payment,Bangalore,mobile,0,5G,morning,0
101471,2025-04-18 07:57:18.393678,1968,5317,1860.32,merchant_payment,Ahmedabad,mobile,0,5G,morning,0
101472,2025-04-18 09:42:26.855171,1554,5504,174.8,send,Bangalore,mobile,0,5G,morning,0
101473,2025-04-18 11:27:35.316663,1448,5719,172.13,merchant_payment,Chennai,tablet,0,4G,morning,0
101474,2025-04-18 13:12:43.778155,1500,5048,51.23,send,Pune,mobile,0,5G,afternoon,0
101475,2025-04-18 14:57:52.239647,1015,5409,1184.51,receive,Kolkata,mobile,0,4G,afternoon,0
101476,2025-04-18 16:43:00.701140,1623,5932,864.79,merchant_payment,Pune,mobile,0,5G,afternoon,0
101477,2025-04-18 18:28:09.162632,1669,5136,1016.34,send,Hyderabad,mobile,0,5G,evening,0
101478,2025-04-18 20:13:17.624124,1289,5201,150.96,receive,Bangalore,mobile,0,4G,evening,0
101479,2025-04-18 21:58:26.085617,1478,5250,99.06,send,Delhi,mobile,0,4G,evening,0
101480,2025-04-18 23:43:34.547109,1231,5314,131.68,send,Delhi,mobile,0,4G,evening,0
101481,2025-04-19 01:28:43.008601,1923,5869,195.87,merchant_payment,Delhi,mobile,0,WiFi,night,1
101482,2025-04-19 03:13:51.470094,1420,5368,2330.78,send,Mumbai,mobile,0,5G,night,1
101483,2025-04-19 04:58:59.931586,1157,5429,1339.6,send,Kolkata,mobile,0,5G,night,1
